BEOGRAD;Jesen;21.11.2022,20:30;20;20.452.448;44.615.295;Sa mat.stetom;SN SA JEDNIM VOZILOM
BEOGRAD;Jesen;21.11.2022,19:30;19;20.428.623;44.569.851;Sa mat.stetom;SN SA JEDNIM VOZILOM
BEOGRAD;Jesen;22.11.2022,05:10;05;20.371.455;44.624.351;Sa mat.stetom;SN SA JEDNIM VOZILOM
BEOGRAD;Jesen;24.11.2022,15:30;15;20.416.212;44.582.721;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA
BEOGRAD;Zima;01.12.2022,20:45;20;20.412.308;44.579.254;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA
BEOGRAD;Zima;07.12.2022,09:00;09;2.041.191;44.620.634;Sa mat.stetom;SN SA JEDNIM VOZILOM
BEOGRAD;Zima;09.12.2022,20:40;20;204.280.988;445.868.121;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Zima;13.12.2022,15:00;15;20.307.614;44.593.637;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA
BEOGRAD;Zima;24.12.2022,18:50;18;2.036.067;4.449.841;Sa mat.stetom;SN SA JEDNIM VOZILOM
BEOGRAD;Zima;25.12.2022,20:00;20;203.624.725;446.126.372;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Zima;01.01.2022,14:00;14;20.638.776;44.621.807;Sa mat.stetom;SN SA JEDNIM VOZILOM
BEOGRAD;Zima;03.01.2022,17:25;17;20.607.798;44.676.429;Sa mat.stetom;SN SA JEDNIM VOZILOM
BEOGRAD;Zima;05.01.2022,22:20;22;20.625.244;44.654.893;Sa mat.stetom;SN SA JEDNIM VOZILOM
BEOGRAD;Zima;05.01.2022,16:35;16;20.598.706;44.745.549;Sa povredjenim;SN SA PEŠACIMA
BEOGRAD;Zima;06.01.2022,06:30;06;20.708.177;44.663.706;Sa mat.stetom;SN SA JEDNIM VOZILOM
BEOGRAD;Zima;06.01.2022,19:30;19;20.758.085;44.647.627;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Zima;06.01.2022,11:45;11;20.597.789;44.745.881;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Zima;07.01.2022,19:30;19;20.593.305;44.747.302;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Zima;07.01.2022,18:00;18;20.584.328;44.686.749;Sa mat.stetom;SN SA JEDNIM VOZILOM
BEOGRAD;Zima;07.01.2022,02:00;02;20.700.359;44.687.085;Sa mat.stetom;SN SA JEDNIM VOZILOM
BEOGRAD;Zima;08.01.2022,18:20;18;2.063.783;4.473.895;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Zima;08.01.2022,08:00;08;20.560.439;44.752.288;Sa povredjenim;SN SA PEŠACIMA
BEOGRAD;Zima;10.01.2022,13:25;13;20.733.213;44.575.932;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Zima;10.01.2022,12:30;12;206.482.233;446.768.659;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Zima;10.01.2022,14:30;14;2.061.215;44.664.893;Sa mat.stetom;SN SA JEDNIM VOZILOM
BEOGRAD;Zima;10.01.2022,11:25;11;20.734.293;44.576.107;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Zima;11.01.2022,10:55;10;20.555.022;44.764.829;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Zima;13.01.2022,18:50;18;20.566.131;4.476.262;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK
BEOGRAD;Zima;14.01.2022,13:15;13;20.579.762;44.733.762;Sa mat.stetom;SN SA JEDNIM VOZILOM
BEOGRAD;Zima;14.01.2022,11:15;11;2.054.749;44.764.881;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Zima;14.01.2022,02:20;02;2.056.448;44.753.388;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA
BEOGRAD;Zima;16.01.2022,12:10;12;20.635.652;44.678.898;Sa mat.stetom;SN SA JEDNIM VOZILOM
BEOGRAD;Zima;17.01.2022,20:00;20;2.060.619;44.742.456;Sa povredjenim;SN SA PEŠACIMA
BEOGRAD;Zima;17.01.2022,23:15;23;20.617.439;44.738.155;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Zima;18.01.2022,18:30;18;20.659.901;44.683.167;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA
BEOGRAD;Zima;19.01.2022,02:30;02;20.718.786;44.674.746;Sa mat.stetom;SN SA JEDNIM VOZILOM
BEOGRAD;Zima;19.01.2022,16:00;16;205.995;4.474.529;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Zima;20.01.2022,15:52;15;2.061.213;44.664.188;Sa mat.stetom;SN SA JEDNIM VOZILOM
BEOGRAD;Zima;21.01.2022,07:45;07;20.586.988;44.734.869;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Zima;21.01.2022,09:15;09;20.591.041;44.730.736;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Zima;21.01.2022,22:40;22;20.577.864;44.755.364;Sa povredjenim;SN SA JEDNIM VOZILOM
BEOGRAD;Zima;22.01.2022,12:45;12;20.555.593;44.751.072;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK
BEOGRAD;Zima;22.01.2022,11:15;11;20.612.522;44.664.503;Sa mat.stetom;SN SA JEDNIM VOZILOM
BEOGRAD;Zima;23.01.2022,12:50;12;20.704.046;44.645.219;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Zima;23.01.2022,21:10;21;20.577.294;44.702.554;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK
BEOGRAD;Zima;24.01.2022,10:50;10;20.682.676;44.691.928;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Zima;25.01.2022,09:15;09;20.612.289;4.466.447;Sa mat.stetom;SN SA JEDNIM VOZILOM
